Phylum,x,y
Bacteroidetes,87.0716,12.5923
Bacteroidetes,-1.2442,25.6409
Firmicutes,-34.6427,-54.0539
Firmicutes,24.97,-23.5942
Firmicutes,-54.5508,59.3368
Firmicutes,-5.48738,-43.1814
Firmicutes,-2.36391,-70.4869
Firmicutes,40.2253,-57.836
Firmicutes,-33.7435,26.6202
Verrucomicrobia,62.8832,6.66851
Firmicutes,11.8336,12.5281
Firmicutes,-26.7591,-22.0728
Firmicutes,-11.0579,-36.3003
Firmicutes,65.5884,21.6538
Bacteroidetes,-24.6447,-12.3255
Firmicutes,-49.8496,-63.2895
Firmicutes,-51.5207,-37.9762
Euryarchaeota,36.6265,63.0546
Firmicutes,8.54841,-47.4998
Firmicutes,21.3118,74.2872
Firmicutes,69.2736,3.77036
Firmicutes,30.3956,-36.8347
Firmicutes,30.6119,-9.9024
Firmicutes,27.2183,81.4515
Firmicutes,-47.4426,-27.038
Firmicutes,-6.85009,-13.3284
Firmicutes,-30.7545,37.716
Firmicutes,63.4597,34.0397
Firmicutes,38.7866,-3.45204
Firmicutes,-86.7716,-11.5691
Firmicutes,-70.8972,-15.1656
Firmicutes,-44.7092,47.1125
Firmicutes,30.5174,-39.1164
Firmicutes,-51.3813,-37.4702
Firmicutes,-45.6969,-39.7459
Bacteroidetes,55.6238,28.2467
Firmicutes,-39.9506,2.93645
Firmicutes,14.3087,-36.3872
Firmicutes,53.6929,11.9546
Firmicutes,-26.5875,60.1641
Firmicutes,-24.82,35.4587
Firmicutes,31.552,-9.98093
Firmicutes,65.5519,21.4337
Firmicutes,-34.3355,-52.465
Bacteroidetes,13.2056,-24.7828
Firmicutes,-36.1954,10.3009
Firmicutes,27.1954,81.4311
Firmicutes,-30.2336,-3.92846
Firmicutes,5.41836,-63.5887
Bacteroidetes,-24.6142,-12.3346
Firmicutes,-56.9266,-13.7883
Firmicutes,-53.3537,59.9756
Firmicutes,69.2579,3.74308
Bacteroidetes,-24.0488,-15.9412
Firmicutes,11.8319,12.5329
Bacteroidetes,-0.317659,25.6968
Proteobacteria,14.362,69.7322
Firmicutes,14.1694,-54.1586
Firmicutes,-29.2375,23.1057
Firmicutes,34.352,24.6975
Verrucomicrobia,60.4809,5.64946
Firmicutes,65.6704,21.5461
Firmicutes,11.4773,12.8581
Euryarchaeota,34.1008,63.7426
Firmicutes,30.4255,-39.0474
Firmicutes,-2.30375,-70.5205
Firmicutes,8.21692,-47.6204
Firmicutes,31.4511,-10.0094
Firmicutes,14.3909,-36.3824
Firmicutes,19.4564,-21.014
Firmicutes,68.6068,3.65519
Firmicutes,-48.2403,-29.6343
Actinobacteria,-28.111,-65.3803
Firmicutes,-86.8054,-11.562
Firmicutes,-50.7573,-35.2817
Firmicutes,-36.2455,18.4938
Firmicutes,40.8283,-58.8489
Firmicutes,-32.485,35.8818
Firmicutes,-34.1033,-52.1712
Firmicutes,-71.74,-17.7363
Actinobacteria,7.19334,51.2486
Bacteroidetes,-24.6186,-12.3332
Firmicutes,28.1219,81.8487
Firmicutes,14.0314,-17.2078
Firmicutes,37.4427,-9.22797
Firmicutes,-58.7095,-61.3225
Firmicutes,-5.42235,-66.9457
Bacteroidetes,-24.4072,-17.3588
Firmicutes,-23.7194,18.6309
Bacteroidetes,43.5803,-76.5082
Firmicutes,70.0082,55.067
Tenericutes,-12.4613,50.4563
Bacteroidetes,-4.49067,27.4133
Bacteroidetes,16.2398,27.9515
Firmicutes,58.3847,-55.4752
Firmicutes,-6.62193,-4.46007
Firmicutes,-9.3933,-29.9791
Firmicutes,-4.99734,-74.041
Firmicutes,-15.7587,55.8201
Firmicutes,-44.309,31.4706
Firmicutes,6.89786,38.2108
Firmicutes,-3.72072,-20.4328
Firmicutes,-54.2931,10.9239
Firmicutes,-51.0321,2.27598
Firmicutes,3.90535,-44.2538
Verrucomicrobia,62.772,0.927829
Firmicutes,30.8666,-28.4121
Firmicutes,25.6774,75.0114
Firmicutes,-26.6107,-22.6416
Firmicutes,-44.8278,71.5818
Firmicutes,5.27505,-50.3152
Bacteroidetes,14.3121,1.29911
Firmicutes,-22.3139,86.9397
Firmicutes,64.3432,-63.3763
Firmicutes,17.3491,-54.112
Firmicutes,65.0903,31.9749
Bacteroidetes,31.3004,-80.327
Firmicutes,-2.19275,48.1948
Bacteroidetes,-1.55404,-28.5084
Firmicutes,-44.2796,47.6161
Firmicutes,2.81375,-41.725
Firmicutes,55.159,12.0617
Firmicutes,33.6617,76.5075
Firmicutes,-43.3058,-36.7682
Firmicutes,11.5273,12.8705
Firmicutes,-5.43063,-43.1933
Firmicutes,-20.522,76.1622
Bacteroidetes,-26.2872,-16.2375
Firmicutes,-32.5968,26.3972
Firmicutes,24.5302,-23.7009
Firmicutes,30.4564,-39.0437
Firmicutes,-52.3984,-1.87824
Firmicutes,-34.5084,-3.9769
Bacteroidetes,41.9268,-76.2471
Firmicutes,4.74659,40.4189
Firmicutes,-1.86502,-8.4119
Firmicutes,-70.9288,-14.9735
Bacteroidetes,64.3754,-13.2706
Firmicutes,-26.7079,65.6085
Actinobacteria,7.29469,54.0099
Firmicutes,-45.8082,-16.8194
Proteobacteria,72.9893,-30.2009
Firmicutes,-25.6576,46.1201
Firmicutes,57.2726,-56.4073
Firmicutes,24.724,2.29966
Bacteroidetes,22.5313,26.4322
Firmicutes,-20.4161,32.8732
Firmicutes,-6.47433,-13.7164
Actinobacteria,-28.4894,-67.2644
Bacteroidetes,15.1241,1.87767
Firmicutes,-35.971,73.4956
Firmicutes,-13.898,61.7388
Firmicutes,-17.1037,27.8551
Firmicutes,-10.4798,-48.6342
Firmicutes,-25.8064,45.5327
Firmicutes,-15.3663,-7.52276
Firmicutes,-55.4362,-13.3753
Firmicutes,-44.4811,-39.6858
Firmicutes,28.0862,81.8437
Firmicutes,17.0826,-72.1099
Firmicutes,8.5349,-47.5095
Firmicutes,-40.1221,55.0124
Bacteroidetes,25.9203,11.4034
Firmicutes,-3.70886,-20.4315
Firmicutes,-14.8828,67.9898
Firmicutes,22.5524,6.22969
Bacteroidetes,3.10661,-30.6355
Firmicutes,33.3531,23.674
Firmicutes,18.883,-20.7093
Firmicutes,-14.7101,56.4291
Bacteroidetes,1.06279,-29.7749
Firmicutes,69.4062,3.18153
Firmicutes,6.42358,-61.9079
Proteobacteria,70.8377,-26.0679
Firmicutes,-48.2084,50.3016
Firmicutes,3.67651,-45.8211
Firmicutes,63.4239,-25.2749
Firmicutes,-23.6938,18.6174
Firmicutes,-44.442,-40.2928
Firmicutes,80.5307,20.2277
Bacteroidetes,86.7992,12.5891
Firmicutes,-55.6658,-13.56
Bacteroidetes,-35.8468,-25.9132
Firmicutes,-53.9069,27.9304
Firmicutes,9.71276,84.8601
Proteobacteria,24.6649,47.1919
Bacteroidetes,40.3305,-76.3251
Firmicutes,6.82837,37.9432
Firmicutes,13.2902,-50.1131
Actinobacteria,-27.3673,-67.8953
Firmicutes,33.3891,-14.3057
Firmicutes,31.9554,-28.3921
Bacteroidetes,25.9496,11.6162
Bacteroidetes,-24.2169,-17.7266
Bacteroidetes,15.6799,28.0455
Firmicutes,-21.0592,89.2804
Firmicutes,29.2041,3.26074
Bacteroidetes,55.7992,29.4272
Firmicutes,-48.5923,49.6741
Proteobacteria,68.8504,9.76505
Firmicutes,-57.7355,-26.4272
Firmicutes,6.73753,-61.7864
Firmicutes,6.94167,38.4098
Bacteroidetes,-1.43491,-28.6049
Firmicutes,-34.0126,-71.6932
Firmicutes,-17.3461,28.5367
Bacteroidetes,22.5347,26.3963
Firmicutes,-55.5192,-13.4362
Firmicutes,-26.1463,-2.72001
Firmicutes,-51.0383,2.18513
Firmicutes,40.7778,-58.8772
Firmicutes,8.73306,-27.1845
Bacteroidetes,12.9252,-25.3719
Firmicutes,10.6995,40.7414
Firmicutes,-29.9488,41.9868
Firmicutes,-23.7965,18.84
Actinobacteria,-31.1715,-62.7962
Actinobacteria,89.0441,-19.129
Firmicutes,-54.8356,62.2561
Proteobacteria,72.3835,-28.3769
Firmicutes,-48.2633,-29.6559
Firmicutes,58.0089,-12.7882
Firmicutes,27.538,22.1059
Bacteroidetes,25.937,11.288
Bacteroidetes,11.9522,0.333335
Bacteroidetes,0.911201,-29.8775
Bacteroidetes,15.7077,28.0429
Bacteroidetes,-84.5162,-31.2999
Firmicutes,57.3081,-56.3209
Firmicutes,-48.4578,-15.2991
Bacteroidetes,-24.1703,-17.8113
Firmicutes,-14.4324,70.6476
Verrucomicrobia,63.3832,6.72334
Firmicutes,40.5755,4.94148
Firmicutes,64.4328,-28.781
Firmicutes,-58.658,-28.3026
Firmicutes,70.7556,-42.7447
Proteobacteria,-75.9648,-26.7444
Firmicutes,-38.5121,-0.216545
Proteobacteria,23.8355,49.1387
Proteobacteria,68.7099,10.065
Bacteroidetes,57.918,30.0274
Bacteroidetes,-18.0125,1.24727
Bacteroidetes,14.3366,1.39052
Bacteroidetes,15.0118,28.1193
Bacteroidetes,2.74773,19.4302
Firmicutes,6.79845,-19.1911
Firmicutes,-9.18175,69.2472
Bacteroidetes,-23.5168,-17.6965
Firmicutes,41.3522,15.8557
Firmicutes,-14.7519,30.2799
Firmicutes,33.6537,76.497
Candidatus Melainabacteria,-4.67611,-59.492
Firmicutes,-26.1813,47.3026
Bacteroidetes,30.6547,-80.8777
Actinobacteria,-26.5665,-68.7034
Bacteroidetes,12.1512,9.05157
Firmicutes,53.1344,2.49459
Bacteroidetes,40.4471,-76.4006
Actinobacteria,-31.5238,-62.492
Firmicutes,20.9529,10.8629
Firmicutes,6.36805,41.6069
Bacteroidetes,12.3902,-25.4391
Actinobacteria,74.4593,-16.7149
Bacteroidetes,-84.7686,-31.0417
Firmicutes,-37.8508,2.51381
Firmicutes,14.0322,-68.409
Firmicutes,-29.1372,22.967
Firmicutes,-44.7441,-40.1813
Firmicutes,9.74924,-61.7444
Firmicutes,-33.8527,-55.2635
Proteobacteria,-36.6305,-39.1172
Bacteroidetes,13.4725,9.43199
Actinobacteria,-26.9626,-62.2422
Bacteroidetes,13.3516,9.36843
Firmicutes,13.8745,-68.9814
Firmicutes,-40.4956,0.261487
Firmicutes,-41.4045,-14.1442
Firmicutes,-14.0832,30.8811
Firmicutes,-40.4772,-53.9672
Actinobacteria,-31.4591,-62.4985
Actinobacteria,4.5161,51.2677
Firmicutes,23.9316,60.2648
Firmicutes,44.7716,55.7554
Firmicutes,-28.3262,23.2809
Actinobacteria,81.6092,-14.768
Firmicutes,13.9051,40.9888
Firmicutes,-42.3834,-58.4706
Bacteroidetes,15.0251,27.6802
Firmicutes,-51.0112,2.99014
Bacteroidetes,-23.4773,-16.1692
Bacteroidetes,-5.66367,27.0219
Firmicutes,-61.4089,-30.0642
Firmicutes,-24.8004,8.94018
Firmicutes,38.739,19.4695
Bacteroidetes,14.0328,1.67431
Bacteroidetes,-84.0414,-32.2221
Firmicutes,57.0971,2.73801
Proteobacteria,0.580986,94.6432
Firmicutes,-44.4799,-40.1344
Firmicutes,51.1182,-34.6358
Firmicutes,-25.8931,29.6082
Bacteroidetes,12.2871,-25.45
Actinobacteria,83.8269,-19.6736
Firmicutes,39.2103,-3.9528
Firmicutes,-36.3432,0.148623
Firmicutes,57.9402,-12.8424
Bacteroidetes,20.4732,34.5906
Bacteroidetes,15.3271,28.064
Bacteroidetes,12.3439,-25.2797
Firmicutes,20.9469,10.8384
Bacteroidetes,57.4873,29.1467
Firmicutes,18.6965,-71.8122
Firmicutes,8.72667,-27.1983
Firmicutes,8.76678,-61.9123
Bacteroidetes,13.8702,8.28619
Bacteroidetes,-84.8885,-30.8087
Firmicutes,-40.553,0.332479
Proteobacteria,1.06257,93.9152
Firmicutes,-34.9078,1.92842
Firmicutes,-41.9184,55.9637
Bacteroidetes,14.0232,1.67551
Firmicutes,-42.6518,-12.7889
Bacteroidetes,-5.6654,27.0198
Firmicutes,-25.7602,46.3906
Firmicutes,24.1702,60.5459
Bacteroidetes,-25.4291,-17.6455
Firmicutes,-43.5784,-40.7002
Proteobacteria,70.3944,-25.6492
Firmicutes,-38.3673,4.4788
Bacteroidetes,-84.0899,-32.1983
Firmicutes,-25.454,46.6904
Firmicutes,-35.0456,4.00401
Actinobacteria,-26.946,-62.2352
Firmicutes,57.7829,-12.6149
Firmicutes,18.2541,-6.46707
Firmicutes,-41.957,56.0232
Firmicutes,-47.994,-29.7755
Firmicutes,65.1308,31.9653
Firmicutes,21.7235,-34.9749
Firmicutes,5.56444,-49.1297
Firmicutes,-14.5238,30.0001
Firmicutes,-52.2982,24.2763
Firmicutes,-12.1752,-2.43065
Bacteroidetes,14.7107,4.65859
Firmicutes,-31.993,56.1731
Firmicutes,-29.1572,23.4237
Firmicutes,-51.008,2.9593
Bacteroidetes,55.6057,27.8946
Firmicutes,-35.1324,2.35477
Firmicutes,40.6087,7.69732
Firmicutes,-44.9939,-47.9348
Firmicutes,-32.3203,-74.408
Firmicutes,19.2044,15.7516
Firmicutes,45.0789,-12.8242
Firmicutes,-19.9085,11.1596
Firmicutes,41.4041,-62.9786
Proteobacteria,68.2619,-24.3258
Firmicutes,29.5694,7.2712
Bacteroidetes,-41.2563,23.19
Firmicutes,-43.9884,-40.3503
Bacteroidetes,51.1956,50.7983
Firmicutes,-23.8665,29.86
Firmicutes,-37.1541,10.1539
Firmicutes,30.3925,-38.9905
Bacteroidetes,87.5208,12.5434
Firmicutes,-48.4779,-15.2637
Actinobacteria,74.4927,-16.6715
Firmicutes,38.9923,-3.91301
Verrucomicrobia,61.7449,3.47305
Firmicutes,-13.3929,-4.61882
Firmicutes,-30.5402,20.9889
Firmicutes,-52.064,-35.586
Actinobacteria,-28.065,-65.4241
Firmicutes,35.0681,-14.3521
Firmicutes,-45.133,-75.7793
Firmicutes,-15.5063,56.8795
Firmicutes,14.0652,-36.9849
Firmicutes,57.2844,-56.0852
Firmicutes,-55.574,-13.485
Bacteroidetes,-1.44007,25.6995
Firmicutes,-15.3841,-57.5572
Bacteroidetes,58.2397,26.3907
Firmicutes,-63.0964,16.019
Firmicutes,10.5371,43.9372
Firmicutes,-44.593,-40.0913
Firmicutes,15.9306,-14.099
Firmicutes,-37.7545,2.0639
Firmicutes,-48.5189,-29.3053
Firmicutes,-38.4065,4.81957
Firmicutes,-51.0264,2.23651
Bacteroidetes,15.5843,2.16348
Bacteroidetes,-24.0195,-17.7871
Firmicutes,-48.4895,-15.2604
Bacteroidetes,-13.9713,16.7723
Proteobacteria,5.77207,-74.0274
Firmicutes,-55.4431,-13.392
Firmicutes,8.66737,-47.4117
Verrucomicrobia,61.7481,3.17302
Bacteroidetes,-1.74348,23.6818
Proteobacteria,4.16119,-11.4765
Firmicutes,-37.6993,10.2565
Bacteroidetes,15.6494,28.0378
Bacteroidetes,14.9378,2.10162
Bacteroidetes,51.1179,50.6249
Firmicutes,14.2003,-68.6328
Firmicutes,-46.846,50.3637
Bacteroidetes,12.3475,-25.5768
Actinobacteria,-27.8647,-66.8766
Bacteroidetes,-46.8394,-71.5178
Firmicutes,20.3016,10.2507
Firmicutes,31.0261,5.4184
Bacteroidetes,47.2464,7.91838
Firmicutes,6.4454,37.5053
Firmicutes,5.91885,-64.139
Bacteroidetes,-35.4596,-24.2068
Firmicutes,13.9365,-39.0078
Firmicutes,-19.4683,37.0743
Bacteroidetes,-24.1322,-17.4951
Firmicutes,29.9117,-39.7626
Bacteroidetes,41.2703,-75.9596
Bacteroidetes,12.1847,8.27907
Firmicutes,-58.4089,17.0161
Firmicutes,70.4424,46.6532
Firmicutes,-2.35563,-4.95227
Firmicutes,17.0501,-54.2558
Firmicutes,-23.8065,18.8883
Firmicutes,71.0493,37.644
Bacteroidetes,-35.7704,-25.3026
Bacteroidetes,20.8123,34.8291
Firmicutes,52.7713,-39.5558
Firmicutes,-55.6874,-13.5907
Firmicutes,-71.4724,-18.0363
Firmicutes,19.9714,-18.8088
Firmicutes,32.8625,-14.2315
Proteobacteria,46.352,17.7908
Firmicutes,30.5462,-39.1573
Bacteroidetes,15.2253,1.57864
Firmicutes,4.74312,40.336
Firmicutes,-19.5948,36.1426
Firmicutes,23.6694,-60.0078
Actinobacteria,76.5635,-18.8053
Firmicutes,-52.0826,-35.5936
Bacteroidetes,14.068,-1.83807
Firmicutes,16.1133,-14.1507
Firmicutes,3.77201,-45.782
Firmicutes,25.5949,74.6321
Bacteroidetes,36.5787,13.1892
Firmicutes,8.25547,-27.8504
Verrucomicrobia,61.6959,3.33491
Firmicutes,-32.8844,-53.9497
Actinobacteria,6.33085,52.8329
Firmicutes,-55.4845,50.3409
Bacteroidetes,-84.9743,-30.6257
Firmicutes,69.7182,47.072
Firmicutes,29.3638,3.73787
Firmicutes,57.6418,-12.7405
Firmicutes,-45.1046,-38.1954
Firmicutes,9.75495,85.1129
Firmicutes,-35.8357,18.3573
Firmicutes,-8.98715,-57.6316
Euryarchaeota,34.0103,63.9408
Firmicutes,66.8785,18.2347
Bacteroidetes,-25.8206,-10.0692
Firmicutes,-46.4041,70.3694
Bacteroidetes,0.459838,10.5439
Firmicutes,58.3316,-55.746
Firmicutes,-20.3061,63.9307
Bacteroidetes,14.9983,1.7252
Firmicutes,15.355,-7.76563
Bacteroidetes,23.1769,28.5596
Firmicutes,-55.4829,50.3614
Firmicutes,-59.2015,-29.2895
Firmicutes,80.5042,-40.512
Bacteroidetes,14.4259,7.86434
Bacteroidetes,40.5233,-76.4824
Firmicutes,19.8683,-20.666
Proteobacteria,14.095,71.4599
Firmicutes,-25.8558,29.6459
Firmicutes,-39.8427,2.91292
Proteobacteria,23.9859,48.7834
Firmicutes,-34.9652,2.0071
Firmicutes,18.7316,-72.2505
Firmicutes,33.3625,23.6588
Firmicutes,9.74249,-67.6024
Firmicutes,51.2538,-34.6002
Firmicutes,33.276,-46.3795
Firmicutes,-54.3852,11.0518
Proteobacteria,30.9191,40.8118
Firmicutes,-51.4119,-1.17349
Firmicutes,4.95096,41.3747
Firmicutes,30.2533,20.0594
Firmicutes,38.9283,-3.79567
Bacteroidetes,55.6605,27.8299
Bacteroidetes,-21.7286,-15.866
Bacteroidetes,16.915,26.0445
Firmicutes,-31.2667,-51.0204
Firmicutes,71.6895,-41.8404
Bacteroidetes,12.3733,-25.3549
Firmicutes,-25.6338,47.0255
Firmicutes,-20.1706,11.0841
Actinobacteria,5.8065,52.1569
Bacteroidetes,-9.70974,14.6625
Firmicutes,30.7015,-29.9117
Firmicutes,57.3278,-56.3053
Firmicutes,-64.1051,-34.2213
Firmicutes,-48.5585,-29.4511
Firmicutes,-39.9245,2.83532
Bacteroidetes,-12.2371,11.3674
Bacteroidetes,64.7938,-8.41795
Bacteroidetes,-25.8477,81.1454
Firmicutes,-51.0725,2.36418
Proteobacteria,4.16356,-11.4893
Firmicutes,-25.6759,29.5072
Firmicutes,-45.531,-47.7815
Bacteroidetes,15.7278,52.7018
Bacteroidetes,-30.2324,-81.9212
Firmicutes,17.2232,61.2916
Bacteroidetes,-15.4548,23.7426
Bacteroidetes,1.04292,-30.2138
Firmicutes,6.39658,37.4214
Firmicutes,66.9487,18.1711
Firmicutes,11.3498,13.1405
Firmicutes,32.7234,-32.6789
Firmicutes,-50.6226,-1.83483
Firmicutes,29.0457,3.54583
Firmicutes,81.5677,11.2666
Actinobacteria,6.3751,53.3054
Firmicutes,3.76933,-45.8593
Firmicutes,-45.8854,-39.9882
Firmicutes,-21.6485,75.4659
Actinobacteria,-27.323,-67.8358
Bacteroidetes,-40.9694,-9.15787
Bacteroidetes,-1.55138,-28.5127
Bacteroidetes,67.4369,-10.2637
Bacteroidetes,-12.7851,16.5128
Firmicutes,-51.0249,18.4442
Bacteroidetes,13.0096,-24.9401
Firmicutes,-48.4332,-15.2863
Bacteroidetes,23.0136,27.4675
Firmicutes,70.9516,-42.4238
Firmicutes,-14.4358,31.2622
Firmicutes,38.9744,-4.20334
Firmicutes,33.6039,76.5284
Firmicutes,47.0417,-51.5917
Bacteroidetes,14.0274,3.86314
Firmicutes,-54.1267,-23.8979
Firmicutes,-5.3862,-66.745
Firmicutes,-37.9392,2.50894
Candidatus Melainabacteria,8.05077,-87.842
Firmicutes,-46.6184,50.7137
Firmicutes,-9.03631,69.0673
Bacteroidetes,-24.3001,-17.6611
Firmicutes,3.37914,69.0437
Firmicutes,9.82597,-61.7662
Firmicutes,-27.7875,25.3167
Firmicutes,-44.9974,72.9377
Firmicutes,-54.9929,10.959
Bacteroidetes,-5.56037,26.878
Bacteroidetes,42.147,-76.8521
Firmicutes,-25.2786,29.8571
Firmicutes,-49.9788,-18.4725
Bacteroidetes,-1.75018,-27.6306
Firmicutes,-25.8686,46.6538
Firmicutes,39.1506,19.3547
Firmicutes,-8.73581,68.3344
Firmicutes,32.1191,-36.2768
Firmicutes,27.2827,22.2803
Firmicutes,15.4612,-70.8545
Bacteroidetes,47.8215,6.93804
Firmicutes,-15.2896,-48.8677
Bacteroidetes,12.6207,-25.2714
Firmicutes,49.5633,-35.7846
Bacteroidetes,1.15735,-30.087
Actinobacteria,-26.9436,-62.2374
Firmicutes,10.6215,40.7269
Actinobacteria,-31.4734,-62.5328
Bacteroidetes,-12.0767,7.52413
Firmicutes,19.2691,15.6251
Bacteroidetes,13.4725,1.52455
Firmicutes,-45.4776,-39.6375
Firmicutes,29.524,6.80021
Bacteroidetes,65.6503,-9.73833
Firmicutes,40.5574,4.93633
Firmicutes,-8.06155,43.1233
Bacteroidetes,-9.04806,14.3182
Firmicutes,-35.0597,3.96813
Firmicutes,-48.0272,-29.7098
Bacteroidetes,-20.1194,16.6575
Firmicutes,-22.3119,86.949
Tenericutes,-12.6363,51.2628
Firmicutes,-33.1415,-54.1773
Bacteroidetes,4.61141,-29.9417
Bacteroidetes,-5.6369,27.0088
Bacteroidetes,15.3147,27.7498
Firmicutes,16.6218,44.2963
Firmicutes,-1.40134,33.7869
Euryarchaeota,34.0975,63.7641
Actinobacteria,4.96003,52.6075
Actinobacteria,-28.1102,-65.3722
Actinobacteria,-27.3042,-67.8289
Firmicutes,-17.8915,27.9328
Firmicutes,41.6617,76.8835
Firmicutes,-11.0344,-38.5107
Proteobacteria,6.41232,-73.7604
Firmicutes,-26.087,8.65672
Bacteroidetes,49.3579,8.65599
Firmicutes,9.68472,84.9235
Firmicutes,24.471,7.02925
Firmicutes,12.3687,-66.9011
Firmicutes,40.8011,-39.6025
Firmicutes,-51.0243,2.32897
Verrucomicrobia,60.9461,4.35965
Firmicutes,32.3517,74.4966
Firmicutes,14.0734,-36.9458
Firmicutes,-11.7553,-36.3152
Firmicutes,-45.048,72.8509
Bacteroidetes,-26.1764,-17.4919
Bacteroidetes,14.5654,1.8991
Firmicutes,65.5515,21.4707
Firmicutes,-26.182,-45.0522
Firmicutes,5.2661,-50.3173
Bacteroidetes,17.3393,48.8503
Actinobacteria,-31.5584,-62.5015
Firmicutes,-55.2076,10.9084
Firmicutes,38.5672,-3.57852
Bacteroidetes,57.8266,27.9038
Bacteroidetes,-35.7499,-25.4018
Firmicutes,6.42089,37.4538
Firmicutes,5.06791,13.0572
Bacteroidetes,21.8536,34.1383
Bacteroidetes,0.885247,-29.7986
Firmicutes,8.6518,-47.4195
Firmicutes,-25.8021,46.2858
Firmicutes,-14.9479,40.5424
Proteobacteria,23.9588,43.7713
Firmicutes,10.9691,-33.1327
Firmicutes,-53.8379,13.8381
Firmicutes,14.1461,-36.2585
Firmicutes,-45.6146,-39.6717
Bacteroidetes,14.2934,7.86074
Firmicutes,71.9396,46.315
Candidatus Melainabacteria,-7.08603,-62.7746
Firmicutes,-63.4735,16.0561
Firmicutes,-1.26275,33.7126
Firmicutes,-55.3015,-14.9521
Firmicutes,-70.8832,-17.9828
Bacteroidetes,14.0276,1.3317
Firmicutes,-38.4324,-0.626978
Firmicutes,29.7667,74.5499
Firmicutes,69.2687,3.10081
Proteobacteria,25.3581,43.1593
Verrucomicrobia,60.9695,4.3717
Bacteroidetes,-84.7573,-31.0475
Proteobacteria,24.7675,46.935
Actinobacteria,-31.2394,-62.7195
Firmicutes,-16.8336,57.747
Firmicutes,-26.7885,24.6648
Firmicutes,-41.4556,-14.0982
Firmicutes,25.0881,4.60521
Bacteroidetes,22.6969,25.1321
Firmicutes,-38.3324,62.481
Bacteroidetes,40.3624,-76.5375
Bacteroidetes,-7.74113,5.84308
Bacteroidetes,-26.2397,-17.3658
Firmicutes,65.3036,31.9162
Bacteroidetes,25.9474,11.6144
Proteobacteria,71.7779,-28.6323
Firmicutes,40.228,5.49263
Firmicutes,-40.7493,0.160726
Firmicutes,-51.0212,2.97839
Firmicutes,-1.41907,-10.8287
Firmicutes,71.9806,46.5653
Firmicutes,-37.3024,67.2629
Firmicutes,54.0329,-38.1259
Firmicutes,-10.8574,-49.5695
Firmicutes,-25.6187,46.0407
Bacteroidetes,11.9335,0.287542
Firmicutes,-12.2358,-2.30682
Proteobacteria,25.3549,43.1308
Firmicutes,-50.6397,-1.61961
Firmicutes,-54.1107,-23.9261
Firmicutes,28.2653,24.9996
Firmicutes,53.7052,12.0542
Firmicutes,30.6061,-39.1702
Firmicutes,71.2196,-42.6333
Firmicutes,-48.4522,-15.9439
Firmicutes,-46.878,73.7314
Firmicutes,-47.1555,50.0147
Firmicutes,-18.3107,41.9878
Firmicutes,-20.2838,63.8948
Firmicutes,25.0687,4.63625
Firmicutes,64.2394,-28.5249
Firmicutes,-48.1346,-29.5007
Firmicutes,-20.1674,75.9023
Firmicutes,30.0922,-26.6882
Firmicutes,-29.9271,41.9248
Bacteroidetes,-41.1242,23.5637
Bacteroidetes,20.6467,81.3914
Bacteroidetes,23.9553,25.3207
Firmicutes,5.07207,13.0569
Bacteroidetes,56.5218,26.7776
Firmicutes,-15.0416,56.3459
Firmicutes,37.4165,-9.2233
Bacteroidetes,48.4178,9.94219
Firmicutes,3.04731,-16.9173
Firmicutes,71.4353,-42.3102
Bacteroidetes,55.5914,28.0684
Bacteroidetes,-21.6204,-15.7865
Bacteroidetes,-5.64263,27.0055
Bacteroidetes,15.4225,4.4177
Bacteroidetes,-1.71239,-27.8441
Firmicutes,69.2925,3.09951
Firmicutes,-25.9072,45.3534
Firmicutes,-38.724,-50.5032
Bacteroidetes,48.3771,8.76491
Firmicutes,-43.8437,-34.9865
Firmicutes,-45.8487,-16.7522
Bacteroidetes,42.2207,-76.9
Proteobacteria,15.0275,68.7685
Proteobacteria,71.2549,-29.2291
Bacteroidetes,13.7089,8.4508
Bacteroidetes,21.7599,28.6734
Bacteroidetes,12.2267,-24.9094
Firmicutes,-54.7066,2.77
Firmicutes,24.5646,61.8752
Bacteroidetes,-12.0969,7.5007
Actinobacteria,9.34142,55.4238
Firmicutes,57.8719,0.129315
Firmicutes,41.1413,5.03908
Actinobacteria,76.9374,-18.8338
Firmicutes,70.048,2.36707
Firmicutes,38.6829,19.4447
Actinobacteria,-27.4596,-68.7661
Firmicutes,17.0673,61.8196
Firmicutes,-57.115,-33.1775
Firmicutes,13.6622,41.2321
Firmicutes,-39.2676,-37.8106
Firmicutes,-7.95775,43.1134
Firmicutes,-42.5676,-12.9385
Firmicutes,-7.09095,69.5422
Bacteroidetes,-10.1579,18.7447
Firmicutes,-30.4153,41.759
Bacteroidetes,0.907604,-29.8734
Bacteroidetes,22.2514,27.0695
Bacteroidetes,-25.9497,-16.4206
Bacteroidetes,-0.900825,-28.0875
Firmicutes,-7.86125,43.1725
Firmicutes,70.0484,2.3813
Bacteroidetes,13.1837,2.00725
Firmicutes,28.6643,0.114999
Firmicutes,-38.3341,62.4745
Firmicutes,-41.7184,56.4269
Firmicutes,11.9534,41.4508
Proteobacteria,15.1125,68.6461
Bacteroidetes,-13.931,17.9175
Bacteroidetes,-24.5987,-16.6033
Firmicutes,24.0712,60.6167
Actinobacteria,9.33685,55.4219
