Phylum,x,y
Firmicutes,14.6908,-7.49749
Firmicutes,-54.273,10.9227
Actinobacteria,72.7031,-18.2567
Firmicutes,1.10766,-10.9236
Firmicutes,-9.63135,-40.1333
Bacteroidetes,5.89402,0.931649
Firmicutes,52.6732,-39.4977
Firmicutes,-49.9868,-63.1783
Bacteroidetes,3.53099,18.2965
Bacteroidetes,-31.4964,-10.8824
Firmicutes,31.0884,6.67201
Firmicutes,79.4374,-7.39804
Firmicutes,-20.3038,63.9212
Firmicutes,36.2023,-14.5738
Firmicutes,-19.4141,-8.60565
Firmicutes,-1.85393,33.2154
Firmicutes,41.6542,27.0451
Firmicutes,-15.5522,57.1089
Bacteroidetes,12.3859,-2.78436
Actinobacteria,45.3224,-38.8814
Firmicutes,-25.9026,23.5102
Bacteroidetes,49.0678,-22.0588
Actinobacteria,-10.9781,-65.3796
Firmicutes,-43.4175,38.608
Firmicutes,-16.8135,-26.1901
Actinobacteria,83.0052,-14.8984
Firmicutes,40.8437,-3.59613
Actinobacteria,6.66123,51.3982
Firmicutes,-21.2784,-29.6352
Firmicutes,-20.9802,-41.1
Firmicutes,42.1103,26.2626
Firmicutes,51.8032,-5.43617
Bacteroidetes,12.3732,-2.76457
Bacteroidetes,52.0476,-18.7521
Firmicutes,33.457,-57.1523
Bacteroidetes,-68.8982,21.2196
Actinobacteria,-22.6428,-5.64088
Firmicutes,-25.2559,29.8785
Bacteroidetes,-26.8057,-31.6271
Firmicutes,-20.2692,-60.5437
Firmicutes,-16.3132,-48.8339
Firmicutes,41.4647,-0.907789
Firmicutes,7.34381,18.0249
Proteobacteria,1.05359,-23.016
Proteobacteria,33.6663,35.7069
Actinobacteria,-13.4507,-62.5409
Firmicutes,42.2224,26.03
Bacteroidetes,48.6576,32.7321
Bacteroidetes,7.58412,0.621681
Bacteroidetes,-28.6692,-34.8429
Bacteroidetes,52.1632,-19.022
Actinobacteria,-21.5194,-6.19007
Bacteroidetes,63.7321,41.1515
Bacteroidetes,44.4072,10.6317
Firmicutes,-27.1739,3.27633
Firmicutes,52.1118,-6.40609
Firmicutes,30.0356,-55.6756
Bacteroidetes,31.3011,-80.4755
Actinobacteria,53.3003,20.6908
Bacteroidetes,-69.9561,22.9635
Firmicutes,-43.8826,-0.932347
Firmicutes,39.6048,35.0427
Proteobacteria,4.34406,-25.6134
Actinobacteria,-8.9336,-83.9518
Firmicutes,41.5028,77.3001
Firmicutes,40.5267,-2.51027
Bacteroidetes,38.3824,52.524
Bacteroidetes,-12.1464,7.44248
Proteobacteria,23.9724,43.7734
Bacteroidetes,-69.124,-6.22715
Firmicutes,-46.7377,71.9901
Firmicutes,65.1743,31.9603
Bacteroidetes,7.57668,0.533852
Proteobacteria,1.1971,-24.8513
Firmicutes,15.6969,-18.5244
Firmicutes,-7.79069,67.0364
Bacteroidetes,-9.54285,24.3023
Firmicutes,-1.14168,-14.2245
Firmicutes,-78.9277,-15.7674
Firmicutes,-58.4928,21.7441
Firmicutes,-23.8543,9.66288
Candidatus Melainabacteria,7.22328,-82.6058
Bacteroidetes,4.3701,18.3339
Candidatus Melainabacteria,-4.58808,-59.7013
Proteobacteria,4.15364,-11.4308
Bacteroidetes,-16.8137,19.857
Firmicutes,-58.8631,-61.3874
Firmicutes,-29.2933,22.9422
Bacteroidetes,61.3416,-38.249
Firmicutes,-6.26857,54.0469
Firmicutes,11.4818,13.7859
Firmicutes,24.1293,-37.5673
Firmicutes,8.72144,-27.0923
Firmicutes,34.5771,-33.2141
Actinobacteria,-21.8235,-7.51418
Firmicutes,17.3545,12.8756
Firmicutes,-8.69486,-11.7259
Actinobacteria,-13.7992,-80.251
Firmicutes,33.5132,-57.2151
Bacteroidetes,29.2064,47.084
Proteobacteria,-0.3864,-52.1251
Bacteroidetes,26.3323,33.8552
Firmicutes,21.7024,-87.7557
Firmicutes,22.9223,15.8581
Verrucomicrobia,-74.0774,12.9451
Firmicutes,-25.3273,29.688
Proteobacteria,-5.02008,0.626682
Bacteroidetes,-11.6502,88.0562
Firmicutes,-42.0489,-27.5179
Firmicutes,32.9536,-68.7771
Firmicutes,52.6106,-6.51877
Firmicutes,-27.1769,3.28821
Firmicutes,-64.1604,-12.6628
Firmicutes,-16.2401,-49.2563
Firmicutes,29.5174,-56.1816
Bacteroidetes,-11.6525,88.0564
Firmicutes,5.26508,-50.3565
Proteobacteria,-6.42724,2.44959
Firmicutes,53.2137,-8.38207
Firmicutes,46.5975,-64.3048
Firmicutes,41.3092,35.1062
Firmicutes,34.9639,-2.09899
Actinobacteria,-23.9398,-63.9525
Firmicutes,49.878,-62.556
Proteobacteria,-1.99708,-51.3819
Firmicutes,39.5909,35.0386
Proteobacteria,0.167842,-75.7686
Firmicutes,15.31,22.3932
Firmicutes,-60.3674,30.1466
Firmicutes,-23.974,10.6797
Firmicutes,48.1198,-51.1035
Bacteroidetes,34.3659,49.8256
Firmicutes,16.0953,-14.1603
Firmicutes,17.3169,13.1834
Firmicutes,34.8279,-41.4774
Firmicutes,-50.093,-18.6544
Firmicutes,29.0641,3.41906
Firmicutes,-9.44859,-4.23262
Bacteroidetes,25.7977,13.089
Proteobacteria,-6.37416,2.57348
Firmicutes,-15.975,56.4782
Firmicutes,-40.5633,-67.4776
Firmicutes,-2.1768,48.4546
Firmicutes,-12.8704,-4.47275
Actinobacteria,-21.4873,-6.76992
Firmicutes,-21.7739,-25.5932
Bacteroidetes,-35.2348,-27.1047
Firmicutes,21.745,-17.925
Bacteroidetes,-45.6323,12.1458
Firmicutes,40.8199,-2.79905
Bacteroidetes,-71.4816,-6.69545
Firmicutes,15.6833,-18.7186
Firmicutes,-75.7507,0.117303
Firmicutes,21.1573,-53.6158
Bacteroidetes,25.3394,33.4272
Proteobacteria,-76.0896,-25.6677
Firmicutes,-58.3952,21.5843
Firmicutes,-20.1983,-60.0721
Firmicutes,-14.0826,30.8548
Bacteroidetes,63.732,41.1514
Firmicutes,-33.9814,56.8941
Firmicutes,17.8415,-54.3178
Actinobacteria,54.4718,17.6907
Firmicutes,-9.70585,-31.6495
Firmicutes,24.1434,-37.5702
Bacteroidetes,-12.3091,88.8921
Firmicutes,-21.0418,-29.35
Firmicutes,39.9227,27.8671
Firmicutes,-32.481,35.8703
Firmicutes,29.5223,5.53585
Proteobacteria,-6.34708,2.56362
Firmicutes,35.9143,-41.9673
Firmicutes,52.2085,-5.42649
Actinobacteria,45.5617,-37.7677
Actinobacteria,52.2471,17.4864
Actinobacteria,-10.7024,-84.1408
Firmicutes,-1.9806,33.2607
Firmicutes,33.569,-57.0862
Actinobacteria,3.33189,51.8943
Proteobacteria,-4.42612,-0.926035
Firmicutes,0.334514,58.4565
Firmicutes,21.6376,-87.7411
Firmicutes,-64.605,-12.3682
Proteobacteria,6.04516,-74.5594
Firmicutes,-20.0899,-60.0932
Firmicutes,-27.9436,18.9115
Firmicutes,21.6405,-87.7456
Firmicutes,-78.9295,-14.3511
Firmicutes,79.7382,-7.82007
Bacteroidetes,50.4297,-21.196
Bacteroidetes,56.1269,41.6121
Firmicutes,-63.2991,33.8566
Firmicutes,35.8647,-16.0607
Actinobacteria,89.0122,-19.1157
Bacteroidetes,1.50326,17.6072
Firmicutes,26.6681,-68.437
Proteobacteria,-3.58454,-0.961737
Firmicutes,-0.818701,-61.6379
Firmicutes,-46.4428,70.341
Firmicutes,71.7082,37.1476
Verrucomicrobia,-80.5005,8.25147
Firmicutes,35.7528,-41.8563
Bacteroidetes,39.0368,13.0393
Firmicutes,-43.3569,38.6091
Firmicutes,25.6121,74.5676
Firmicutes,-5.42886,-67.0193
Firmicutes,71.2371,-42.5993
Firmicutes,27.6392,22.0313
Proteobacteria,5.26115,-11.3595
Bacteroidetes,9.33852,67.831
Firmicutes,-20.6418,-60.7394
Firmicutes,38.5709,-11.0264
Firmicutes,-21.5273,-29.5881
Firmicutes,41.4855,26.9997
Firmicutes,8.94295,19.804
Firmicutes,-50.7362,-35.2887
Bacteroidetes,15.8644,-23.2633
Bacteroidetes,52.6065,-19.2593
Bacteroidetes,-68.3117,-7.44016
Bacteroidetes,2.93145,19.2701
Firmicutes,33.661,-5.96125
Firmicutes,-47.833,-42.3593
Firmicutes,-66.3004,30.9316
Firmicutes,12.9738,-49.8341
Firmicutes,29.6071,3.87899
Actinobacteria,1.98237,39.1654
Firmicutes,-27.178,3.29892
Firmicutes,23.2344,-77.6819
Bacteroidetes,48.3857,-21.6359
Actinobacteria,45.6309,-37.8581
Actinobacteria,1.42067,37.0858
Bacteroidetes,-68.5828,22.1711
Bacteroidetes,-26.7523,-31.6607
Bacteroidetes,3.82552,-0.968287
Firmicutes,6.62592,23.3943
Actinobacteria,56.1432,15.7084
Verrucomicrobia,-81.1263,6.34516
Firmicutes,0.334675,58.4547
Actinobacteria,-12.6002,-61.4703
Firmicutes,-16.4177,-49.2328
Bacteroidetes,-28.4239,-34.9065
Bacteroidetes,50.4067,-21.2776
Proteobacteria,0.468016,-79.3825
Firmicutes,-5.43607,-7.20683
Firmicutes,41.5995,-2.7128
Firmicutes,-20.3073,-37.3543
Firmicutes,-50.9536,-14.3238
Firmicutes,7.09132,17.9238
Bacteroidetes,50.5345,-21.4587
Firmicutes,-10.4874,-48.624
Firmicutes,-64.2842,30.0028
Firmicutes,-22.3532,36.5647
Firmicutes,-18.5644,53.9048
Bacteroidetes,38.2094,12.9892
Actinobacteria,-12.9557,-61.9418
Bacteroidetes,61.9815,-35.7132
Firmicutes,-14.4548,30.3804
Firmicutes,-13.7563,62.2458
Firmicutes,20.5314,-17.0291
Firmicutes,35.2347,-42.362
Bacteroidetes,15.4675,-44.6618
Firmicutes,-79.0788,-16.0881
Bacteroidetes,-78.2657,20.9769
Bacteroidetes,-28.076,-34.1504
Bacteroidetes,53.1387,48.0631
Firmicutes,41.5402,-2.71656
Bacteroidetes,6.17646,2.24111
Firmicutes,48.6022,0.850336
Proteobacteria,0.55502,93.8808
Firmicutes,18.2192,-71.1619
Bacteroidetes,19.7828,39.8967
Firmicutes,-22.5437,-22.9542
Bacteroidetes,61.7477,-35.6532
Firmicutes,9.53868,19.2293
Bacteroidetes,-28.8832,-34.6138
Actinobacteria,30.7714,12.4621
Firmicutes,57.4287,-6.86836
Actinobacteria,-21.3894,-6.16817
Bacteroidetes,-71.225,23.0443
Actinobacteria,45.3001,-37.6942
Actinobacteria,53.8362,20.465
Actinobacteria,-10.723,-84.1711
Bacteroidetes,48.8893,-21.2502
Actinobacteria,90.7282,5.22187
Firmicutes,15.4184,22.1929
Bacteroidetes,-11.5182,85.1004
Firmicutes,39.607,35.0457
Firmicutes,34.1834,-4.12505
Bacteroidetes,-28.8995,-34.6068
Proteobacteria,-1.40533,-82.5658
Actinobacteria,-10.7271,-84.1652
Bacteroidetes,91.4623,-10.8878
Actinobacteria,-13.7351,-80.2232
Firmicutes,57.8557,-16.7736
Firmicutes,-22.1725,-50.1152
Firmicutes,-57.9873,-61.2815
Firmicutes,-36.4337,18.8243
Firmicutes,-21.0576,89.2838
Bacteroidetes,-28.1721,-34.1491
Bacteroidetes,9.21829,67.8202
Bacteroidetes,91.5196,-10.8682
Firmicutes,-21.676,-25.1053
Firmicutes,-37.8591,75.9629
Proteobacteria,-4.09839,-0.80632
Bacteroidetes,-68.5368,-6.60712
Firmicutes,13.7186,-69.0417
Firmicutes,75.3953,13.2009
Proteobacteria,71.1314,-28.835
Firmicutes,41.4899,27.0661
Firmicutes,86.7997,23.3301
Firmicutes,70.802,37.2824
Bacteroidetes,49.744,-23.8649
Euryarchaeota,39.8297,62.7755
Firmicutes,-16.2935,-36.8013
Firmicutes,40.9869,-2.78101
Firmicutes,57.105,2.72751
Firmicutes,-43.9119,40.4626
Firmicutes,-49.4309,-63.0431
Firmicutes,-61.1123,31.7027
Firmicutes,44.387,39.8381
Firmicutes,16.7527,-54.7277
Actinobacteria,83.7631,-19.5406
Bacteroidetes,4.35934,2.38093
Firmicutes,-46.816,49.6448
Firmicutes,-57.7916,-26.4735
Firmicutes,42.0467,20.7439
Firmicutes,28.6179,-56.7397
Firmicutes,-10.4396,-48.6294
Firmicutes,26.7959,88.936
Proteobacteria,-6.57706,2.34698
Firmicutes,33.0239,-68.7942
Firmicutes,14.0001,16.403
Bacteroidetes,29.1425,47.1164
Firmicutes,-25.3391,29.8373
Firmicutes,26.8816,-10.2483
Firmicutes,33.434,-57.0065
Firmicutes,-12.1634,-2.44477
Firmicutes,21.6376,-87.7394
Firmicutes,40.5414,4.72743
Firmicutes,31.5746,-8.98192
Firmicutes,22.9181,15.8555
Actinobacteria,-21.5046,-6.03654
Firmicutes,60.8983,-17.4278
Firmicutes,-43.8881,-0.936346
Bacteroidetes,15.7524,-43.4556
Proteobacteria,4.61561,-73.0807
Firmicutes,23.3595,-77.264
Bacteroidetes,-72.6334,-7.41186
Actinobacteria,56.1662,15.7051
Firmicutes,-27.1774,3.28857
Bacteroidetes,-29.155,-30.0458
Firmicutes,62.0524,-16.6959
Bacteroidetes,53.9281,51.7238
Firmicutes,36.9093,-43.193
Bacteroidetes,5.47641,-0.298726
Firmicutes,-13.2074,-4.61146
Firmicutes,43.2008,25.451
Firmicutes,-11.0607,-49.2661
Firmicutes,-1.68587,-90.6875
Firmicutes,-14.8899,-27.3172
Firmicutes,-65.4952,34.6899
Bacteroidetes,47.8496,30.8949
Firmicutes,-80.6844,-15.6796
Firmicutes,10.3089,43.9313
Bacteroidetes,-1.25661,25.6224
Firmicutes,-15.8067,30.8
Firmicutes,-42.256,-58.3536
Bacteroidetes,56.2916,41.7661
Bacteroidetes,18.464,39.6059
Firmicutes,-28.5292,53.6695
Bacteroidetes,15.493,-25.6402
Firmicutes,41.0077,-3.03238
Firmicutes,22.7294,-58.0591
Firmicutes,-27.4851,23.0178
Firmicutes,24.1514,-37.5727
Bacteroidetes,61.3161,-38.2614
Firmicutes,30.0202,-55.6349
Firmicutes,53.9401,-5.45505
Actinobacteria,-13.0567,-83.8122
Bacteroidetes,52.2821,-23.0925
Bacteroidetes,-10.1663,88.2066
Proteobacteria,-8.09027,-0.08086
Firmicutes,44.2629,-12.2955
Firmicutes,41.6426,8.3635
Proteobacteria,0.459792,93.6958
Firmicutes,-17.1636,-19.2488
Proteobacteria,26.2663,42.8418
Firmicutes,26.8842,-10.2705
Firmicutes,48.5155,0.609836
Firmicutes,33.1712,-68.786
Actinobacteria,-7.94861,-78.9192
Firmicutes,-63.6198,-12.0225
Firmicutes,57.7871,-6.74017
Actinobacteria,-8.06626,-79.3915
Bacteroidetes,61.3551,-38.2755
Bacteroidetes,55.2835,39.7084
Actinobacteria,8.48494,57.4171
Firmicutes,13.5339,-69.1314
Bacteroidetes,-30.6217,-19.2916
Firmicutes,-27.1769,3.29953
Actinobacteria,59.575,15.6795
Proteobacteria,3.14266,-22.3047
Firmicutes,-46.6161,1.66752
Firmicutes,-2.3269,-12.785
Bacteroidetes,48.894,35.0355
Actinobacteria,30.8488,12.4786
Bacteroidetes,-10.1146,90.1151
Verrucomicrobia,-75.2627,12.8595
Firmicutes,53.085,-4.86869
Bacteroidetes,61.3648,-38.2884
Bacteroidetes,51.5035,44.4779
Actinobacteria,8.31954,57.5889
Bacteroidetes,49.2183,-26.5762
Bacteroidetes,-10.1495,88.1155
Proteobacteria,-7.4326,-1.27249
Actinobacteria,59.7141,15.4999
Actinobacteria,-10.4296,-85.1136
Bacteroidetes,-31.704,-19.3786
Firmicutes,-31.0398,6.84698
Firmicutes,-11.8916,-15.1493
Firmicutes,-5.21239,-74.2242
Proteobacteria,75.2658,-29.11
Firmicutes,-11.8929,-23.7439
Proteobacteria,-7.42296,-1.28584
Firmicutes,-50.5111,71.311
Firmicutes,-33.7424,55.9753
Actinobacteria,-21.1441,-73.5622
Firmicutes,-53.7789,40.6765
Firmicutes,40.212,78.6383
Firmicutes,57.7758,-0.35136
Bacteroidetes,-68.1141,-5.76106
Bacteroidetes,48.817,-26.6141
Proteobacteria,-76.1459,-26.1404
Firmicutes,-14.254,-1.13032
Actinobacteria,74.7801,-16.5688
Bacteroidetes,-4.36413,24.5784
Actinobacteria,8.03622,57.5409
Actinobacteria,-10.4711,-85.1728
Firmicutes,-37.6755,79.6093
Bacteroidetes,89.1434,13.1043
Firmicutes,-30.5915,63.8963
Bacteroidetes,12.3582,-2.74204
Bacteroidetes,43.607,32.7996
Bacteroidetes,47.9322,30.9666
Bacteroidetes,54.3729,49.7646
Bacteroidetes,49.7949,-20.5902
Bacteroidetes,-71.4743,-6.2981
Actinobacteria,56.1508,15.7126
Proteobacteria,-34.1662,-40.2945
Bacteroidetes,-28.2317,-34.7727
Actinobacteria,44.8725,-37.6513
Bacteroidetes,-65.9629,-54.3804
Firmicutes,60.5208,-16.8665
Bacteroidetes,-11.4943,85.2966
Firmicutes,-27.1759,3.2863
Bacteroidetes,-29.2459,-30.2547
Proteobacteria,-38.2342,-44.1203
Proteobacteria,-4.77508,-0.958922
Actinobacteria,52.8809,18.4533
Firmicutes,23.3904,-77.8399
Firmicutes,58.7452,-16.6076
Proteobacteria,-75.0699,-26.3767
Bacteroidetes,-68.8873,21.1878
Actinobacteria,-8.93048,-83.9512
Actinobacteria,-23.5772,-6.64414
Bacteroidetes,-26.3973,-39.744
Firmicutes,26.8918,-12.1352
Firmicutes,36.8494,-42.6861
Proteobacteria,68.7454,10.0746
Firmicutes,6.63568,-17.1377
Firmicutes,-24.6419,11.1623
Firmicutes,71.2159,37.4969
Firmicutes,39.9261,-34.6209
Firmicutes,-5.79371,-66.1977
Bacteroidetes,34.2642,49.7644
Firmicutes,52.602,-39.2754
Firmicutes,35.8348,-14.1881
Firmicutes,15.996,-54.2966
Firmicutes,58.3858,-55.6862
Firmicutes,-28.489,22.5491
Firmicutes,70.0265,-5.70829
Firmicutes,53.567,12.2518
Firmicutes,-40.4903,0.248341
Bacteroidetes,-68.8901,-5.70801
Firmicutes,41.1027,-3.61253
Firmicutes,4.60459,40.2725
Proteobacteria,-62.4663,-43.2856
Firmicutes,-16.3032,-37.3779
Firmicutes,-59.4663,30.6857
Firmicutes,-38.8807,3.6264
Bacteroidetes,62.6462,-34.6907
Firmicutes,52.5536,-6.80757
Firmicutes,41.9801,21.1505
Bacteroidetes,-71.0188,22.9796
Bacteroidetes,-10.1981,90.166
Firmicutes,-44.0211,-0.989119
Firmicutes,6.64967,23.4001
Firmicutes,48.4977,-65.1318
Actinobacteria,56.1594,15.7065
Firmicutes,59.0054,-16.5836
Firmicutes,62.0134,-3.26584
Firmicutes,-44.021,-0.989083
Bacteroidetes,44.4108,10.616
Firmicutes,41.2476,35.1001
Firmicutes,43.2531,25.5392
Bacteroidetes,-71.0209,23.0218
Firmicutes,40.8776,-3.74602
Firmicutes,-61.7263,30.8571
Firmicutes,36.8233,-43.3135
Bacteroidetes,-46.7088,-4.14569
Bacteroidetes,-11.6826,86.628
Firmicutes,33.6133,-5.80319
Bacteroidetes,-1.81539,-29.0653
Firmicutes,-50.753,-14.4758
Proteobacteria,-35.6409,-40.6622
Bacteroidetes,7.34621,0.860875
Verrucomicrobia,-80.9639,6.70777
Firmicutes,46.4648,-66.4171
Proteobacteria,2.1086,-23.6658
Firmicutes,52.1112,-5.88209
Firmicutes,-22.2165,-23.2213
Bacteroidetes,-29.4145,-34.3239
Firmicutes,-64.1848,-12.6206
Firmicutes,23.396,-77.8317
Bacteroidetes,59.9527,45.0814
Actinobacteria,56.1747,15.7067
Actinobacteria,45.9862,-38.0513
Proteobacteria,2.15488,-23.6821
Bacteroidetes,61.8789,-35.6741
Bacteroidetes,-28.763,-34.1378
Firmicutes,-43.945,-0.947867
Bacteroidetes,-29.5624,-34.1975
Bacteroidetes,61.8876,-35.6642
Proteobacteria,2.019,-23.6598
Firmicutes,-44.5759,-77.4229
Firmicutes,52.9341,-13.9607
Firmicutes,-66.1458,33.5313
Firmicutes,20.6125,-18.657
Firmicutes,-6.1258,-73.9813
Actinobacteria,2.96883,55.0392
Firmicutes,65.0429,-29.5685
Bacteroidetes,-72.584,-9.93302
Firmicutes,-16.2256,-36.8301
Firmicutes,11.1695,-38.7574
Firmicutes,-42.1193,-58.3438
Firmicutes,28.3735,25.1303
Firmicutes,40.3816,6.83116
Euryarchaeota,40.3389,64.0782
Bacteroidetes,91.5122,-11.0144
Firmicutes,-12.3494,-40.302
Bacteroidetes,48.9915,-20.9723
Firmicutes,36.9777,-43.1679
Firmicutes,-38.4724,61.0309
Actinobacteria,69.7602,-15.4377
Firmicutes,41.7438,76.8829
Firmicutes,-22.1592,-50.1237
Firmicutes,-43.2632,41.0729
Firmicutes,25.3913,74.5508
Firmicutes,-22.3263,87.0008
Firmicutes,-9.96367,-31.1108
Firmicutes,32.9937,-68.7748
Firmicutes,-25.0163,27.3169
Proteobacteria,72.8115,-29.6041
Firmicutes,25.2483,21.2611
Firmicutes,7.46928,14.684
Firmicutes,44.7659,-66.7022
Firmicutes,44.4933,-1.59049
Firmicutes,48.8776,0.598153
Firmicutes,52.8863,-13.9854
Actinobacteria,53.837,20.4623
Firmicutes,-64.1757,-12.6941
Firmicutes,22.9147,15.8543
Firmicutes,33.5045,-5.33293
Firmicutes,53.235,-8.33368
Proteobacteria,-16.5625,-43.339
Firmicutes,-60.8822,-36.0946
Firmicutes,13.9993,16.4017
Firmicutes,32.3006,-9.80423
Firmicutes,34.9401,-7.40821
Bacteroidetes,16.0895,-43.7512
Actinobacteria,51.5195,18.9178
Firmicutes,27.9847,-74.3192
Actinobacteria,31.8403,13.1296
Proteobacteria,1.24584,-24.7785
Firmicutes,46.779,-64.5573
Firmicutes,-43.9175,-0.937462
Actinobacteria,29.4255,14.1111
Actinobacteria,45.1769,-37.6784
Firmicutes,-44.0819,-2.28127
Bacteroidetes,54.5098,41.0432
Bacteroidetes,-11.3831,88.899
Proteobacteria,1.98787,-23.6864
Actinobacteria,-11.6499,-62.7607
Actinobacteria,45.9239,-38.2096
Bacteroidetes,18.1431,26.1574
Bacteroidetes,-28.2972,-12.5227
Firmicutes,-60.8953,-36.1174
Actinobacteria,-20.922,-6.36673
Firmicutes,-66.5077,31.5871
Firmicutes,-26.0019,23.0607
Firmicutes,20.5967,-17.0409
Firmicutes,-42.1233,-58.366
Firmicutes,-57.9146,-32.8466
Firmicutes,18.9313,-33.7111
Actinobacteria,72.7083,-18.2517
Firmicutes,-50.9627,-14.4442
Bacteroidetes,3.45307,-1.06087
Bacteroidetes,48.8223,-21.1072
Firmicutes,-54.2601,10.767
Firmicutes,-90.6405,-4.60046
Firmicutes,-58.5247,21.7957
Firmicutes,59.4898,-17.9902
Firmicutes,-53.3964,-44.2528
Firmicutes,-80.0444,-14.9046
Firmicutes,-47.7319,49.0293
Firmicutes,52.6568,-39.4928
Firmicutes,-4.7066,-67.4408
Bacteroidetes,18.6699,39.407
Actinobacteria,70.4517,-16.5008
Firmicutes,34.5413,-41.4375
Bacteroidetes,54.5121,41.0494
Proteobacteria,73.5483,-29.185
Proteobacteria,2.2613,-24.1225
Firmicutes,-15.8263,58.042
Firmicutes,8.70415,19.9227
Firmicutes,21.0373,10.8291
Firmicutes,-46.5608,32.7529
Firmicutes,40.6183,3.49602
Firmicutes,-9.31833,-10.4326
Firmicutes,-50.7657,-14.0731
Firmicutes,52.6845,-6.47313
Firmicutes,43.2909,25.4
Bacteroidetes,61.8693,-35.6791
Firmicutes,-22.4673,-23.0182
Bacteroidetes,-11.6779,88.0094
Bacteroidetes,52.4839,-19.2603
Proteobacteria,4.65595,-73.0904
Firmicutes,23.2733,-77.7195
Firmicutes,-27.1779,3.30006
Firmicutes,-46.4655,4.93494
Actinobacteria,6.44639,79.0437
Firmicutes,6.78112,23.4373
Bacteroidetes,-11.6735,87.9651
Firmicutes,-46.4796,4.87699
Actinobacteria,-21.3031,-6.15237
Bacteroidetes,9.3309,67.7314
Bacteroidetes,-2.27227,25.4123
Firmicutes,25.6173,74.434
Bacteroidetes,15.6928,-43.6601
Verrucomicrobia,-75.9731,13.0182
Firmicutes,-38.4724,61.0973
Firmicutes,40.7879,-2.5577
Actinobacteria,-13.1085,-83.7773
Firmicutes,-16.2989,-36.8132
Actinobacteria,-7.80852,-78.8084
Firmicutes,-1.9388,-11.9105
Proteobacteria,-4.42736,1.76878
Firmicutes,17.153,13.2942
Firmicutes,-18.4179,-28.583
Actinobacteria,-13.372,-62.2166
Firmicutes,-49.7823,-63.2568
Bacteroidetes,6.84538,-0.773919
Actinobacteria,54.5666,18.3403
Firmicutes,21.8694,-18.7556
Firmicutes,-46.9211,73.5909
Firmicutes,37.8264,-18.7223
Actinobacteria,74.5138,-16.9255
Firmicutes,-44.5768,-77.4204
Proteobacteria,5.25674,-13.4255
Firmicutes,42.6262,-12.119
Firmicutes,-27.5831,54.4437
Firmicutes,35.7534,-42.6455
Firmicutes,32.38,-5.40286
Firmicutes,-10.3227,-49.7074
Actinobacteria,3.10872,36.8547
Actinobacteria,-13.0294,-62.4078
Firmicutes,52.1649,-5.89404
Firmicutes,24.8378,-78.1901
Firmicutes,-22.1961,-23.4205
Bacteroidetes,62.2214,-35.5657
Bacteroidetes,-28.6477,-34.8757
Bacteroidetes,-71.6534,19.9803
Actinobacteria,52.3293,17.4212
Bacteroidetes,-69.1915,21.3648
Bacteroidetes,62.2214,-35.5657
Firmicutes,53.24,-8.75461
Bacteroidetes,-28.3313,-34.9129
Proteobacteria,4.45201,-24.8713
Proteobacteria,-4.50674,1.87596
Bacteroidetes,62.2517,-35.5933
Bacteroidetes,-28.466,-34.8308
Actinobacteria,-13.2776,-62.3207
Firmicutes,-39.2049,-1.13295
Firmicutes,24.0794,-37.6005
Bacteroidetes,3.10523,-35.5
Firmicutes,-10.6567,-49.8686
Firmicutes,-51.0107,-14.4067
Proteobacteria,72.0646,-29.0049
Firmicutes,51.9891,-5.82556
Firmicutes,58.867,-56.8389
Firmicutes,-17.3889,68.5598
Bacteroidetes,-29.2953,-33.6451
Firmicutes,30.7272,-29.9435
Bacteroidetes,34.4449,49.6071
Firmicutes,-53.4891,-44.6117
Bacteroidetes,49.166,-20.363
Bacteroidetes,-65.7766,-54.1313
Bacteroidetes,-68.5865,22.2067
Firmicutes,-9.33545,66.2544
Actinobacteria,2.93218,55.0909
Verrucomicrobia,-80.9317,7.10468
Bacteroidetes,48.4931,29.8901
Firmicutes,42.303,22.3153
Bacteroidetes,-14.9677,6.34912
Firmicutes,-64.5155,-12.4634
Actinobacteria,-10.6056,-87.5765
Bacteroidetes,48.8254,29.5188
Firmicutes,52.0625,-5.90797
Verrucomicrobia,-77.6767,8.22452
Bacteroidetes,-48.3348,-8.11299
Bacteroidetes,-65.8753,-54.122
Proteobacteria,7.56172,-77.8014
Firmicutes,-46.6628,1.66191
Bacteroidetes,-28.2051,-38.5359
Firmicutes,-21.8494,13.8283
Bacteroidetes,-30.4202,-20.7692
Bacteroidetes,-68.5812,22.1879
Proteobacteria,7.53841,-77.8723
